dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/strided_slice_1/stack	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(int32 1x1)'], 0, 20, 70]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/MatMul/Enter_grad/Switch	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(256x512)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(256x512)'], 0, 15, 52]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/concat_grad/ShapeN/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')'], ['(tf_resource 1x1)'], 1, 4, 7]}
gradients/dynamic_seq2seq/encoder/rnn/while/Select_2_grad/zeros_like/StackPopV2/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 0, 1, 3]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/Softmax_grad/mul_1	Mul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 37, 37], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x19)', '(128x19)'], ['(128x19)'], 0, 185, 235], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 37, 37]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_grad/BroadcastGradientArgs	BroadcastGradientArgs	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 2x1)', '(int32 2x1)'], ['(int32 1x1)', '(int32 1x1 slot 1 slot )'], 0, 43, 114]}
dynamic_seq2seq/decoder/attention/multi_rnn_cell/cell_1/basic_lstm_cell/bias	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(512x1)'], 1, 3, 6]}
dynamic_seq2seq/decoder/LuongAttention/assert_equal/Assert/Assert/_181	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no output info)'], ['(1x1)'], 1, 2, 5]}
GradientDescent/update_dynamic_seq2seq/decoder/attention/multi_rnn_cell/cell_0/basic_lstm_cell/bias/ApplyGradientDescent	ApplyGradientDescent	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/job:localhost/replica:0/task:0/device:GPU:0': [['(512x1)', '(1x1)', '(int32 1x1 slot 1 slot )', '(512x1)'], ['(512x1)'], 1, 8, 10], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
global_norm/L2Loss_7	L2Loss	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 13, 13], '/job:localhost/replica:0/task:0/device:GPU:0': [['(384x512)'], ['(1x1)'], 0, 19, 20], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 13, 13]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/Select_grad/Select/Const	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(int32 1x1)'], 0, 2, 4]}
dynamic_seq2seq/decoder/DeviceWrapperZeroState/AttentionWrapperZeroState/zeros_2/assert_shape/Assert/_107	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no output info)'], ['(1x1)'], 1, 1, 5]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/dropout/mul_grad/BroadcastGradientArgs/StackPopV2/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 0, 1, 5]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/BiasAdd/Enter_grad/Switch	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(512x1)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(512x1)'], 1, 13, 40]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_grad/Shape	Shape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(int32 2x1)'], 1, 32, 72]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_2_grad/BroadcastGradientArgs/f_acc_1	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)'], ['(tf_resource 1x1)'], 0, 3, 5]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/dropout/mul_grad/Reshape	Reshape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x256)', '(int32 2x1)'], ['(128x256)'], 0, 20, 63]}
dynamic_seq2seq/encoder/rnn/while/LoopCond	LoopCond	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(boolean 1x1)'], ['(boolean 1x1)'], 1, 34, 110]}
global_norm/L2Loss_5	L2Loss	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3], '/job:localhost/replica:0/task:0/device:GPU:0': [['(512x1)'], ['(1x1)'], 1, 9, 11], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3, 3]}
dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/Sigmoid	Sigmoid	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 91, 91], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(128x128)'], 0, 284, 343], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 91, 91]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_grad/Shape	Shape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(int32 2x1)'], 0, 44, 81]}
train_loss	ScalarSummary	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(string 1x1)', '(1x1)'], ['(string 1x1)'], 0, 10, 13]}
dynamic_seq2seq/decoder/decoder/while/Enter_7	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(128x128)'], 0, 2, 5]}
clip_by_global_norm/mul_3	Mul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 7, 7], '/job:localhost/replica:0/task:0/device:GPU:0': [['(256x512)', '(1x1)'], ['(256x512)'], 0, 8, 9], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 7, 7]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/dropout/mul_grad/BroadcastGradientArgs/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 0, 1, 3]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_grad/Sum	Sum	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 1x1)', '(int32 1x1 slot 1 slot )'], ['(128x128)'], 0, 16, 40]}
learning_rate_decay_cond/sub/Switch	Switch	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(int32 1x1)', '(boolean 1x1)'], ['(int32 1x1 slot 1 slot )'], 1, 1, 11]}
dynamic_seq2seq/encoder/rnn/while/Merge	Merge	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')', '(int32 1x1)'], ['(int32 1x1)', '(int32 1x1 slot 1 slot )'], 1, 77, 179]}
dynamic_seq2seq/SparseSoftmaxCrossEntropyWithLogits/assert_equal/All	All	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/job:localhost/replica:0/task:0/device:GPU:0': [['(boolean 2x1)', '(int32 1x1)'], ['(boolean 1x1)'], 1, 37, 42], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
dynamic_seq2seq/decoder/LuongAttention/Shape	Shape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x19x128)'], ['(int32 3x1)'], 0, 2, 4]}
dynamic_seq2seq/decoder/decoder/while/LoopCond	LoopCond	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(boolean 1x1)'], ['(boolean 1x1)'], 1, 37, 122]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/Squeeze_grad/Reshape/Const	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(int32 1x1)'], 0, 1, 3]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/BiasAdd/Enter_grad/b_acc	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(512x1)'], 0, 3, 4]}
edge_718_dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/assert_positive/assert_less/Less/MEMCPYHtoD	MEMCPYHtoD	{'/device:GPU:0/memcpy': [['(Transfer)'], ['(128 bytes)'], 0, 31, 31], '/device:GPU:0/stream:14': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 31, 31]}
edge_2474_global_norm_1/global_norm/MEMCPYDtoH	MEMCPYDtoH	{'/device:GPU:0/stream:15': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1, 1], '/device:GPU:0/memcpy': [['(Transfer)'], ['(4 bytes)'], 0, 1, 1]}
dynamic_seq2seq/decoder/decoder/while/Switch_11	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(128x128)'], 0, 30, 94]}
edge_469_dynamic_seq2seq/decoder/decoder/TrainingHelperInitialize/Equal/MEMCPYHtoD	MEMCPYHtoD	{'/device:GPU:0/memcpy': [['(Transfer)'], ['(128 bytes)'], 0, 1, 1], '/device:GPU:0/stream:14': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1, 1]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/MatMul/MEMCPYHtoD	MEMCPYHtoD	{'/device:GPU:0/memcpy': [['(Transfer)'], ['(1024 bytes)'], 0, 108, 108], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 108, 108]}
gradients/dynamic_seq2seq/decoder/decoder/while/Exit_6_grad/b_exit	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(128x128)'], 1, 1, 4]}
Less_1/y	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(int32 1x1)'], 0, 1, 3]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_1_grad/Mul_1/StackPopV2/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 1, 1, 3]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention_layer/MatMul_grad/MatMul/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(256x128)'], ['(256x128)'], 1, 1, 4]}
dynamic_seq2seq/encoder/rnn/while/Merge_1	Merge	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)', '(int32 1x1)'], ['(int32 1x1)', '(int32 1x1 slot 1 slot )'], 1, 72, 152]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_1/dropout/mul_grad/Mul/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 1, 1, 4]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/concat_grad/ShapeN/StackPopV2_1/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 0, 1, 3]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/Add_grad/BroadcastGradientArgs/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)'], ['(tf_resource 1x1)'], 0, 5, 7]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_2_grad/BroadcastGradientArgs/StackPopV2_1	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(int32 2x1)'], 0, 27, 81]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_grad/BroadcastGradientArgs/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)'], ['(tf_resource 1x1)'], 0, 4, 6]}
dynamic_seq2seq/decoder/decoder/TrainingHelperInitialize/cond/TensorArrayReadV3	TensorArrayReadV3	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(int32 1x1)', '(1x1)'], ['(128x128)'], 0, 4, 6]}
dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/Mul	Mul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 67, 67], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(128x128)'], ['(128x128)'], 0, 271, 331], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 67, 67]}
dynamic_seq2seq/encoder/rnn/while/Exit_5	Exit	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)'], ['(128x128)'], 1, 1, 3]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_1/basic_lstm_cell/MatMul_grad/MatMul	MatMul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 363, 363], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x512)', '(256x512)'], ['(128x256)'], 1, 211, 256], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 363, 363]}
dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/dropout/div	Mul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 77, 77], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(1x1)'], ['(128x128)'], 1, 665, 740], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 77, 77]}
gradients/dynamic_seq2seq/decoder/decoder/while/Switch_6_grad/b_switch	Merge	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(128x128)'], ['(128x128)', '(int32 1x1 slot 1 slot )'], 0, 31, 77]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_2_grad/BroadcastGradientArgs/StackPopV2_1	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(int32 2x1)'], 0, 28, 93]}
dynamic_seq2seq/decoder/decoder/while/Identity/_100	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1)'], 0, 34, 76]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/concat_grad/ShapeN/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')'], ['(tf_resource 1x1)'], 0, 4, 6]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/Add_grad/Sum	Sum	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 1x1)', '(int32 2x1 slot 1 slot )'], ['(128x128)'], 1, 19, 48]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_1_grad/Mul_1/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')'], ['(tf_resource 1x1)'], 0, 4, 6]}
dynamic_seq2seq/decoder/decoder/TrainingHelperInitialize/All	All	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2], '/job:localhost/replica:0/task:0/device:GPU:0': [['(boolean 128x1)', '(int32 1x1)'], ['(boolean 1x1)'], 2, 34, 40], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2, 2]}
dynamic_seq2seq/decoder/attention/luong_attention/attention_g	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(1x1)'], 0, 7, 9]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/concat_grad/ShapeN/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')'], ['(tf_resource 1x1)'], 0, 5, 6]}
dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/dropout/random_uniform/RandomUniform	RandomUniform	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 80, 80], '/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 2x1)'], ['(128x128)'], 1, 639, 753], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 80, 80]}
gradients/dynamic_seq2seq/decoder/decoder/while/Merge_4_grad/Switch	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(128x128)'], 0, 9, 36]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_grad/BroadcastGradientArgs/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 1, 1, 4]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_1_grad/BroadcastGradientArgs/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)'], ['(tf_resource 1x1)'], 1, 4, 7]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_1/basic_lstm_cell/Add_grad/BroadcastGradientArgs/StackPopV2/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 0, 1, 4]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/Add	Add	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 64, 64], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(1x1)'], ['(128x128)'], 0, 225, 276], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 64, 64]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/MatMul_grad/MatMul_1/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')'], ['(tf_resource 1x1)'], 0, 4, 6]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/assert_positive/assert_less/Assert/Assert	Assert	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(boolean 1x1)', '(string 1x1)', '(string 1x1)', '(string 1x1)', '(int32 128x1)'], ['(no output info)'], 1, 12, 62]}
gradients/dynamic_seq2seq/mul_1_grad/Shape	Shape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(19x128)'], ['(int32 2x1)'], 0, 4, 6]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/MatMul_grad/MatMul	BatchMatMul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 838, 838], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x1x19)', '(128x19x128)'], ['(128x1x128)'], 0, 767, 840], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 838, 838]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/MatMul/Enter_grad/b_acc_3	Exit	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(256x512)'], ['(256x512)'], 1, 0, 2]}
gradients/Switch_2	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 1x1)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(int32 1x1)'], 0, 22, 62]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/MatMul_grad/MatMul_1/StackPushV2	StackPushV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)', '(128x1x128)'], ['(128x1x128)'], 0, 33, 76]}
dynamic_seq2seq/decoder/output_projection/Tensordot/GatherV2/axis	Const	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(no input)'], ['(int32 1x1)'], 0, 1, 3]}
edge_780_dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/TrainingHelperNextInputs/All/MEMCPYDtoH	MEMCPYDtoH	{'/device:GPU:0/stream:15': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 48, 48], '/device:GPU:0/memcpy': [['(Transfer)'], ['(1 bytes)'], 0, 48, 48]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/MatMul/Enter_grad/Switch	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x19x128)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(128x19x128)'], 0, 16, 54]}
dynamic_seq2seq/strided_slice/stack_1	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(no input)'], ['(int32 1x1)'], 0, 1, 5]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_1/basic_lstm_cell/Mul_grad/Mul_1	Mul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 48, 48], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(128x128)'], ['(128x128)'], 1, 147, 204], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 48, 48]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_1/dropout/div_grad/Neg/Enter	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(tf_resource 1x1)'], 0, 1, 3]}
dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/TrainingHelperNextInputs/cond/Merge	Merge	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(128x128)'], ['(128x128)', '(int32 1x1 slot 1 slot )'], 0, 87, 194]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_grad/Mul/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')'], ['(tf_resource 1x1)'], 0, 4, 6]}
dynamic_seq2seq/decoder/decoder/while/Enter_12	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(boolean 128x1)'], ['(boolean 128x1)'], 2, 1, 10]}
dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_1/basic_lstm_cell/Add	Add	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 51, 51], '/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(1x1)'], ['(128x128)'], 0, 260, 316], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 51, 51]}
edge_2411_gradients/dynamic_seq2seq/encoder/rnn/while/Select_1_grad/Select/StackPopV2/MEMCPYHtoD	MEMCPYHtoD	{'/device:GPU:0/memcpy': [['(Transfer)'], ['(128 bytes)'], 0, 60, 60], '/device:GPU:0/stream:14': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 60, 60]}
gradients/dynamic_seq2seq/decoder/embedding_lookup_grad/Reshape	Reshape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(19x128x128)', '(int32 2x1)'], ['(2432x128)'], 0, 1, 3]}
gradients/dynamic_seq2seq/encoder/rnn/while/rnn/multi_rnn_cell/cell_0/basic_lstm_cell/Mul_grad/BroadcastGradientArgs/StackPopV2	StackPopV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(tf_resource 1x1)'], ['(int32 2x1)'], 1, 30, 78]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/mul/Enter_grad/b_acc_2	Merge	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(1x1)', '(1x1)'], ['(1x1)', '(int32 1x1 slot 1 slot )'], 0, 49, 108]}
gradients/dynamic_seq2seq/encoder/rnn/while/Merge_4_grad/Switch	Switch	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(128x128)', '(int32 1x1 slot 1 slot )', '(boolean 1x1)'], ['(128x128)'], 0, 19, 46]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/luong_attention/mul_grad/Mul/f_acc	StackV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(', '1', ')'], ['(tf_resource 1x1)'], 1, 4, 6]}
dynamic_seq2seq/decoder/output_projection/Tensordot/MatMul	MatMul	{'/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3433, 3433], '/job:localhost/replica:0/task:0/device:GPU:0': [['(2432x128)', '(128x17191)'], ['(2432x17191)'], 1, 32, 36], '/device:GPU:0/stream:13': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3433, 3433]}
GradientDescent/update/_261	Identity	{'/job:localhost/replica:0/task:0/device:CPU:0': [['(no output info)'], ['(1x1)'], 0, 1, 2]}
dynamic_seq2seq/Shape	Shape	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(int32 19x128)'], ['(int32 2x1)'], 1, 6, 11]}
gradients/dynamic_seq2seq/decoder/decoder/while/BasicDecoderStep/decoder/attention/attention/multi_rnn_cell/cell_0/basic_lstm_cell/MatMul/Enter_grad/b_acc_1	Enter	{'/job:localhost/replica:0/task:0/device:GPU:0': [['(384x512)'], ['(384x512)'], 0, 1, 17]}
