Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	Op name	Device	Input/output tensor dimensions
193	      6.6	4	     26.4	      0.0	 270057.5	     99.6	strided_slice	GPU-0	(3x1)(1x1)(1x1)(1x1)->((int32) 1x1)
194	     13.1	2	     26.1	      0.0	 270083.6	     99.6	transpose	GPU-0	(128x29)(2x1)->(29x128)
195	     12.9	2	     25.8	      0.0	 270109.4	     99.6	Sum	GPU-0	(29x128)(2x1)->(1x1)
196	     12.6	2	     25.1	      0.0	 270134.5	     99.7	Minimum	GPU-0	(1x1)(1x1)->(1x1)
197	     21.8	1	     21.8	      0.0	 270156.3	     99.7	embedding_lookup	GPU-0	(7709x128)((int32) 29x128)(1x1)->(29x128x128)
198	     21.8	1	     21.8	      0.0	 270178.1	     99.7	zeros	GPU-0	(2x1)(1x1)->(128x128)
199	      0.7	29	     21.7	      0.0	 270199.8	     99.7	Add	CPU-0	(no input)->(1x1)
200	      0.7	29	     21.7	      0.0	 270221.5	     99.7	Sub	CPU-0	(no input)->(1x1)
201	      0.7	29	     21.3	      0.0	 270242.8	     99.7	Switch	CPU-0	(128x128)(1x1)->(128x128)
202	     10.1	2	     20.2	      0.0	 270263.0	     99.7	pow	GPU-0	(1x1)(1x1)->(1x1)
203	     10.1	2	     20.1	      0.0	 270283.1	     99.7	Tile	GPU-0	(1x1)(2x1)->(29x128)
204	      0.6	29	     18.2	      0.0	 270301.3	     99.7	Identity	CPU-0	(no input)->(1x1)
205	      0.9	20	     18.1	      0.0	 270319.4	     99.7	Exit	GPU-0	(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)(128x128)->(128x128)
206	      0.6	30	     17.3	      0.0	 270336.7	     99.7	f_sync	CPU-0	(no input)->(no output)
207	      8.6	2	     17.1	      0.0	 270353.8	     99.7	mul	GPU-0	(29x128)(29x128)->(29x128)
208	      2.9	6	     17.1	      0.0	 270370.9	     99.7	b_acc	GPU-0	(no input)->(512x1)
209	      2.8	6	     16.8	      0.0	 270387.7	     99.7	kernel	GPU-0	(no input)->(256x512)
210	      2.6	6	     15.9	      0.0	 270403.6	     99.8	b_acc	GPU-0	(no input)->(256x512)
211	      7.9	2	     15.8	      0.0	 270419.4	     99.8	Mul	GPU-0	(29x128)(29x128)->(29x128)
212	     14.7	1	     14.7	      0.0	 270434.1	     99.8	MergeSummary	CPU-0	(1x1)(1x1)(1x1)(1x1)->((type 7) 1x1)
213	      1.2	12	     14.2	      0.0	 270448.3	     99.8	Enter	GPU-0	(256x512)->(256x512)
214	      1.2	12	     14.0	      0.0	 270462.3	     99.8	b_acc	GPU-0	(512x1)->(512x1)
215	      6.9	2	     13.8	      0.0	 270476.1	     99.8	concat	GPU-0	(1x1)(1x1)(1x1)->((int32) 2x1)
216	      1.1	12	     13.6	      0.0	 270489.7	     99.8	b_acc	GPU-0	(256x512)->(256x512)
217	      6.8	2	     13.5	      0.0	 270503.2	     99.8	Sum	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)(1x1)->((int32) 1x1)
218	      1.0	13	     13.1	      0.0	 270516.3	     99.8	b_exit	GPU-0	(128x128)->(128x128)
219	      2.2	6	     13.0	      0.0	 270529.3	     99.8	bias	GPU-0	(no input)->(512x1)
220	     12.9	1	     12.9	      0.0	 270542.2	     99.8	embedding_encoder	GPU-0	(no input)->(7709x128)
221	      6.0	2	     12.0	      0.0	 270554.2	     99.8	f_acc	CPU-0	(1x1)->((type 20) 1x1)
222	     11.1	1	     11.1	      0.0	 270565.3	     99.8	train_loss	CPU-0	(1x1)(1x1)->((type 7) 1x1)
223	     10.8	1	     10.8	      0.0	 270576.1	     99.8	grad_norm	CPU-0	(1x1)(1x1)->((type 7) 1x1)
224	     10.8	1	     10.8	      0.0	 270586.9	     99.8	lr	CPU-0	(1x1)(1x1)->((type 7) 1x1)
225	     10.1	1	     10.1	      0.0	 270597.0	     99.8	clipped_gradient	CPU-0	(1x1)(1x1)->((type 7) 1x1)
226	     10.1	1	     10.1	      0.0	 270607.1	     99.8	switch_f	GPU-0	(no input)->(1x1)
227	      3.1	3	      9.3	      0.0	 270616.4	     99.8	range	GPU-0	(1x1)(1x1)(1x1)->((int32) 29x1)
228	      8.9	1	      8.9	      0.0	 270625.3	     99.8	Equal	GPU-0	(1x1)((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->((type 10) 128x1)
229	      1.4	6	      8.7	      0.0	 270634.0	     99.8	data	CPU-0	(no input)->((type 7) 1x1)
230	      8.3	1	      8.3	      0.0	 270642.3	     99.8	sub	GPU-0	(1x1)(1x1)->((int32) 1x1)
231	      1.1	7	      7.9	      0.0	 270650.2	     99.8	Enter	GPU-0	(128x128)->(128x128)
232	      2.6	3	      7.9	      0.0	 270658.1	     99.8	Shape	GPU-0	(29x128)->((int32) 2x1)
233	      1.3	6	      7.8	      0.0	 270665.9	     99.8	Enter	GPU-0	(1x1)->((int32) 1x1)
234	      1.3	6	      7.7	      0.0	 270673.6	     99.9	read	GPU-0	(512x1)->(512x1)
235	      3.8	2	      7.5	      0.0	 270681.1	     99.9	strided_slice	GPU-0	(2x1)(1x1)(1x1)(1x1)->((int32) 1x1)
236	      7.4	1	      7.4	      0.0	 270688.5	     99.9	strided_slice	GPU-0	(3x1)(1x1)(1x1)(1x1)->((int32) 2x1)
237	      7.4	1	      7.4	      0.0	 270695.9	     99.9	Max	GPU-0	((int32) 128x1)(1x1)->((int32) 1x1)
238	      3.5	2	      7.1	      0.0	 270703.0	     99.9	Shape	GPU-0	(29x128x17191)->((int32) 3x1)
239	      7.0	1	      7.0	      0.0	 270710.0	     99.9	concat	GPU-0	((int32) 2x1)(1x1)(1x1)->((int32) 3x1)
240	      3.5	2	      6.9	      0.0	 270716.9	     99.9	Shape	GPU-0	(29x128x128)->((int32) 3x1)
241	      3.4	2	      6.8	      0.0	 270723.7	     99.9	_SOURCE	GPU+CPU-0	(no input)->(no output)
242	      6.8	1	      6.8	      0.0	 270730.5	     99.9	strided_slice	GPU-0	(29x128x128)(2x1)(2x1)(2x1)->(128x128)
243	      1.6	4	      6.5	      0.0	 270737.0	     99.9	Enter	GPU-0	(1x1)->(1x1)
244	      1.1	6	      6.5	      0.0	 270743.5	     99.9	Enter	GPU-0	(512x1)->(512x1)
245	      6.5	1	      6.5	      0.0	 270750.0	     99.9	stack	GPU-0	(1x1)(1x1)->((int32) 2x1)
246	      6.2	1	      6.2	      0.0	 270756.2	     99.9	GatherV2	CPU-0	(3x1)(1x1)(1x1)->((int32) 1x1)
247	      1.0	6	      6.0	      0.0	 270762.2	     99.9	read	GPU-0	(256x512)->(256x512)
248	      6.0	1	      6.0	      0.0	 270768.2	     99.9	TensorArrayWriteV3	CPU-0	(2x1)(1x1)(128x128)(1x1)->(1x1)
249	      1.4	4	      5.7	      0.0	 270773.9	     99.9	tags	CPU-0	(no input)->((type 7) 1x1)
250	      2.8	2	      5.6	      0.0	 270779.5	     99.9	x	GPU-0	(no input)->(1x1)
251	      2.8	2	      5.5	      0.0	 270785.0	     99.9	ExpandDims	GPU-0	(1x1)(1x1)->((int32) 1x1)
252	      5.5	1	      5.5	      0.0	 270790.5	     99.9	Size	CPU-0	((int32) 29x128)->((int32) 1x1)
253	      5.4	1	      5.4	      0.0	 270795.9	     99.9	embedding_decoder	CPU-0	(no input)->(17191x128)
254	      2.6	2	      5.3	      0.0	 270801.2	     99.9	Sqrt	GPU-0	(1x1)->(1x1)
255	      2.6	2	      5.2	      0.0	 270806.4	     99.9	Reciprocal	GPU-0	(1x1)(1x1)->(1x1)
256	      5.1	1	      5.1	      0.0	 270811.5	     99.9	concat	CPU-0	(1x1)(1x1)(1x1)->((int32) 2x1)
257	      5.0	1	      5.0	      0.0	 270816.5	     99.9	Equal	GPU-0	(1x1)(1x1)->((type 10) 1x1)
258	      5.0	1	      5.0	      0.0	 270821.5	     99.9	Range	GPU-0	(1x1)(1x1)(1x1)->((int32) 29x1)
259	      4.9	1	      4.9	      0.0	 270826.4	     99.9	Shape	GPU-0	((int32) 128x1)->((int32) 1x1)
260	      4.8	1	      4.8	      0.0	 270831.2	     99.9	Shape	GPU-0	((int32) 29x128)->((int32) 2x1)
261	      0.8	6	      4.7	      0.0	 270835.9	     99.9	Enter	CPU-0	(2x1)->((type 20) 1x1)
262	      1.2	4	      4.7	      0.0	 270840.6	     99.9	b_acc	GPU-0	(1x1)->(1x1)
263	      2.2	2	      4.5	      0.0	 270845.1	     99.9	Cast	GPU-0	(1x1)->(1x1)
264	      1.5	3	      4.5	      0.0	 270849.6	     99.9	stack	GPU-0	(1x1)->((int32) 1x1)
265	      1.1	4	      4.5	      0.0	 270854.1	     99.9	f_count	GPU-0	(1x1)->((int32) 1x1)
266	      4.4	1	      4.4	      0.0	 270858.5	     99.9	GatherV2	CPU-0	(3x1)(?)(1x1)->((int32) 2x1)
267	      4.2	1	      4.2	      0.0	 270862.7	     99.9	Equal	GPU-0	(2x1)(2x1)->((type 10) 2x1)
268	      4.2	1	      4.2	      0.0	 270866.9	     99.9	shape	GPU-0	(1x1)(1x1)->((int32) 2x1)
269	      1.1	4	      4.2	      0.0	 270871.1	     99.9	stack	GPU-0	(no input)->((int32) 1x1)
270	      4.2	1	      4.2	      0.0	 270875.3	     99.9	Size	GPU-0	((int32) 29x128)->((int32) 1x1)
271	      4.1	1	      4.1	      0.0	 270879.4	     99.9	Merge	GPU-0	(128x128)(128x128)->(128x128)
272	      2.0	2	      4.1	      0.0	 270883.5	     99.9	b_acc	GPU-0	(no input)->(1x1)
273	      2.0	2	      4.0	      0.0	 270887.5	     99.9	Reshape	GPU-0	((int32) 29x128)(1x1)->((int32) 3712x1)
274	      3.7	1	      3.7	      0.0	 270891.2	     99.9	Shape	GPU-0	(?x?x?)->((int32) 3x1)
275	      3.7	1	      3.7	      0.0	 270894.9	     99.9	GradientDescent	CPU-0	(1x1)(1x1)->((int32) 1x1)
276	      1.2	3	      3.7	      0.0	 270898.6	     99.9	dim	GPU-0	(no input)->((int32) 1x1)
277	      1.8	2	      3.6	      0.0	 270902.2	     99.9	Assert	CPU-0	(no input)->(1x1)
278	      3.6	1	      3.6	      0.0	 270905.8	     99.9	Size	CPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->((int32) 1x1)
279	      1.2	3	      3.6	      0.0	 270909.4	     99.9	MEMCPYHtoD	GPU-0	(2x1)((int32) 29x1)(1x1)->(29x128x128)
280	      3.5	1	      3.5	      0.0	 270912.9	     99.9	ExpandDims	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)(1x1)->((int32) 128x1)
281	      3.4	1	      3.4	      0.0	 270916.3	     99.9	ListDiff-folded-0	CPU-0	(no input)->((int32) 2x1)
282	      1.7	2	      3.4	      0.0	 270919.7	     99.9	Switch	GPU-0	(1x1)(1x1)->((type 10) 1x1)
283	      3.4	1	      3.4	      0.0	 270923.1	     99.9	Shape	CPU-0	(29x128x128)->((int32) 3x1)
284	      3.4	1	      3.4	      0.0	 270926.5	     99.9	Maximum	GPU-0	(1x1)(1x1)->((int32) 1x1)
285	      3.3	1	      3.3	      0.0	 270929.8	     99.9	TensorArraySizeV3	GPU-0	(2x1)(1x1)->((int32) 1x1)
286	      3.3	1	      3.3	      0.0	 270933.1	     99.9	Enter	GPU-0	((type 10) 128x1)->((type 10) 128x1)
287	      3.3	1	      3.3	      0.0	 270936.4	     99.9	Variable	CPU-0	(no input)->((int32) 1x1)
288	      1.6	2	      3.2	      0.0	 270939.6	     99.9	sub	GPU-0	(1x1)(2x1)->((int32) 2x1)
289	      3.2	1	      3.2	      0.0	 270942.8	    100.0	Prod	GPU-0	(1x1)(1x1)->((int32) 1x1)
290	      1.6	2	      3.1	      0.0	 270945.9	    100.0	b_count	GPU-0	(no input)->((int32) 1x1)
291	      1.0	3	      3.1	      0.0	 270949.0	    100.0	stack	GPU-0	(no input)->((int32) 2x1)
292	      3.1	1	      3.1	      0.0	 270952.1	    100.0	Iterator	CPU-0	(no input)->((type 20) 1x1)
293	      1.6	2	      3.1	      0.0	 270955.2	    100.0	Assert	GPU-0	(no input)->(1x1)
294	      1.5	2	      3.0	      0.0	 270958.2	    100.0	f_count	GPU-0	(no input)->((int32) 1x1)
295	      3.0	1	      3.0	      0.0	 270961.2	    100.0	All	GPU-0	(1x1)(1x1)->((type 10) 1x1)
296	      3.0	1	      3.0	      0.0	 270964.2	    100.0	Shape	GPU-0	(3712x17191)->((int32) 2x1)
297	      2.9	1	      2.9	      0.0	 270967.1	    100.0	axis	CPU-0	(no input)->((int32) 1x1)
298	      2.8	1	      2.8	      0.0	 270969.9	    100.0	sequence_length	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->((int32) 128x1)
299	      2.8	1	      2.8	      0.0	 270972.7	    100.0	Reshape	GPU-0	(1x1)(2x1)->(1x1)
300	      2.7	1	      2.7	      0.0	 270975.4	    100.0	IteratorGetNext	GPU-0	(no input)->(1x1)
301	      2.7	1	      2.7	      0.0	 270978.1	    100.0	Minimum	GPU-0	(1x1)(1x1)->((int32) 1x1)
302	      2.6	1	      2.6	      0.0	 270980.7	    100.0	ExpandDims	GPU-0	(3712x1)(1x1)->(3712x1)
303	      2.6	1	      2.6	      0.0	 270983.3	    100.0	Shape	GPU-0	(3712x1)(3712x17191)->((int32) 1x1)
304	      2.6	1	      2.6	      0.0	 270985.9	    100.0	AddN	CPU-0	(1x1)(1x1)->(1x1)
305	      2.6	1	      2.6	      0.0	 270988.5	    100.0	ScatterSub	CPU-0	(no input)->(1x1)
306	      1.2	2	      2.5	      0.0	 270991.0	    100.0	shape	GPU-0	(no input)->((int32) 1x1)
307	      2.4	1	      2.4	      0.0	 270993.4	    100.0	ScatterSub	GPU-0	(no input)->(1x1)
308	      2.4	1	      2.4	      0.0	 270995.8	    100.0	IteratorGetNext	CPU-0	(no input)->(1x1)
309	      2.4	1	      2.4	      0.0	 270998.2	    100.0	Fill	GPU-0	(2x1)(1x1)->(128x128)
310	      2.4	1	      2.4	      0.0	 271000.6	    100.0	kernel	GPU-0	(no input)->(128x17191)
311	      2.3	1	      2.3	      0.0	 271002.9	    100.0	global_norm	CPU-0	(no input)->(no output)
312	      2.3	1	      2.3	      0.0	 271005.2	    100.0	truediv	CPU-0	(no input)->(no output)
313	      2.3	1	      2.3	      0.0	 271007.5	    100.0	switch_f	GPU-0	(1x1)->((type 10) 1x1)
314	      2.2	1	      2.2	      0.0	 271009.7	    100.0	Reshape	GPU-0	(29x128x128)(2x1)->(3712x128)
315	      2.2	1	      2.2	      0.0	 271011.9	    100.0	update	GPU-0	(no input)->(1x1)
316	      1.1	2	      2.1	      0.0	 271014.0	    100.0	b_count	GPU-0	(1x1)->((int32) 1x1)
317	      2.1	1	      2.1	      0.0	 271016.1	    100.0	Reshape	GPU-0	(?x?x?)(2x1)->(3712x128)
318	      2.1	1	      2.1	      0.0	 271018.2	    100.0	Reshape	CPU-0	(29x128x128)(2x1)->(3712x128)
319	      2.1	1	      2.1	      0.0	 271020.3	    100.0	value	CPU-0	(no input)->((int32) 1x1)
320	      2.0	1	      2.0	      0.0	 271022.3	    100.0	Sum	GPU-0	(29x128)((int32) 1x1)((int32) 1x1)->(29x128)
321	      2.0	1	      2.0	      0.0	 271024.3	    100.0	index	CPU-0	(no input)->((int32) 1x1)
322	      2.0	1	      2.0	      0.0	 271026.3	    100.0	Tensordot	GPU-0	(3712x17191)((int32) 3x1)->(29x128x17191)
323	      1.9	1	      1.9	      0.0	 271028.2	    100.0	Enter	GPU-0	((int32) 128x29)((int32) 128x29)((int32) 128x29)((int32) 128x1)((int32) 128x1)->((int32) 128x1)
324	      1.9	1	      1.9	      0.0	 271030.1	    100.0	ExpandDims	CPU-0	(1x1)(1x1)->((int32) 1x1)
325	      1.8	1	      1.8	      0.0	 271031.9	    100.0	MergeSummary	CPU-0	(no input)->(no output)
326	      1.8	1	      1.8	      0.0	 271033.7	    100.0	Reshape	GPU-0	(3712x128)(3x1)->(29x128x128)
327	      1.8	1	      1.8	      0.0	 271035.5	    100.0	Exp	GPU-0	(1x1)->(1x1)
328	      1.8	1	      1.8	      0.0	 271037.3	    100.0	cond_grad	CPU-0	(1x1)(1x1)->(1x1)
329	      1.7	1	      1.7	      0.0	 271039.0	    100.0	Reshape	GPU-0	(3712x1)(3712x17191)(2x1)->(29x128)
330	      1.6	1	      1.6	      0.0	 271040.6	    100.0	Switch	GPU-0	(128x128)(1x1)->(128x128)
331	      1.6	1	      1.6	      0.0	 271042.2	    100.0	_retval_Variable	CPU-0	(no input)->(no output)
332	      1.5	1	      1.5	      0.0	 271043.7	    100.0	b_exit	GPU-0	(1x1)->(1x1)
333	      1.4	1	      1.4	      0.0	 271045.1	    100.0	read	GPU-0	(7709x128)->(7709x128)
334	      1.4	1	      1.4	      0.0	 271046.5	    100.0	stack_const_axis	GPU-0	(no input)->((int32) 1x1)
335	      1.4	1	      1.4	      0.0	 271047.9	    100.0	strided_slice	CPU-0	(2x1)(1x1)(1x1)(1x1)->((int32) 1x1)
336	      1.4	1	      1.4	      0.0	 271049.3	    100.0	Enter	GPU-0	(128x128)((int32) 1x1)->(128x128)
337	      1.3	1	      1.3	      0.0	 271050.6	    100.0	CheckSeqLen	GPU-0	((int32) 128x1)->((int32) 128x1)
338	      1.3	1	      1.3	      0.0	 271051.9	    100.0	cond_grad	GPU-0	(128x128)(1x1)->(128x128)
339	      1.3	1	      1.3	      0.0	 271053.2	    100.0	Reshape	GPU-0	(?x?x17191)(2x1)->(3712x17191)
340	      1.3	1	      1.3	      0.0	 271054.5	    100.0	Enter	GPU-0	((int32) 128x1)->((int32) 128x1)
341	      1.2	1	      1.2	      0.0	 271055.7	    100.0	_retval_Size	CPU-0	(no input)->(no output)
342	      1.2	1	      1.2	      0.0	 271056.9	    100.0	Assert	CPU-0	(1x1)(1x1)(1x1)(1x1)(1x1)->(no output)
343	      1.1	1	      1.1	      0.0	 271058.0	    100.0	start	GPU-0	(no input)->((int32) 1x1)
344	      1.1	1	      1.1	      0.0	 271059.1	    100.0	Reshape	GPU-0	(29x128x17191)(2x1)->(3712x17191)
345	      1.1	1	      1.1	      0.0	 271060.2	    100.0	Const	GPU-0	(no input)->((int32) 2x1)
346	      1.1	1	      1.1	      0.0	 271061.3	    100.0	delta	GPU-0	(no input)->((int32) 1x1)
347	      1.1	1	      1.1	      0.0	 271062.4	    100.0	update	CPU-0	(no input)->(1x1)
348	      1.1	1	      1.1	      0.0	 271063.5	    100.0	update	GPU-0	(no input)->(no output)
349	      1.1	1	      1.1	      0.0	 271064.6	    100.0	shape	GPU-0	(no input)->((int32) 2x1)
350	      1.1	1	      1.1	      0.0	 271065.7	    100.0	Switch	CPU-0	(1x1)(1x1)->(1x1)
351	      1.1	1	      1.1	      0.0	 271066.8	    100.0	dim	CPU-0	(no input)->((int32) 1x1)
352	      1.1	1	      1.1	      0.0	 271067.9	    100.0	Reshape	CPU-0	((int32) 29x128)(1x1)->((int32) 3712x1)
353	      1.1	1	      1.1	      0.0	 271069.0	    100.0	Assert	CPU-0	(1x1)(1x1)(1x1)(1x1)(2x1)(1x1)(2x1)->(no output)
354	      1.0	1	      1.0	      0.0	 271070.0	    100.0	Reshape	GPU-0	(?x?)(1x1)->(3712x1)
355	      1.0	1	      1.0	      0.0	 271071.0	    100.0	Merge	CPU-0	(no input)->(no output)
356	      1.0	1	      1.0	      0.0	 271072.0	    100.0	Exit	GPU-0	(1x1)->(1x1)
357	      1.0	1	      1.0	      0.0	 271073.0	    100.0	read	GPU-0	(128x17191)->(128x17191)
358	      0.9	1	      0.9	      0.0	 271073.9	    100.0	_retval_add	CPU-0	(no input)->(no output)
359	      0.9	1	      0.9	      0.0	 271074.8	    100.0	switch_f	CPU-0	(no input)->(1x1)
360	      0.9	1	      0.9	      0.0	 271075.7	    100.0	_retval_Sum	CPU-0	(no input)->(no output)
361	      0.7	1	      0.7	      0.0	 271076.4	    100.0	Enter	CPU-0	(1x1)->(1x1)
362	      0.7	1	      0.7	      0.0	 271077.1	    100.0	Enter	CPU-0	(128x128)->(128x128)
363	      0.6	1	      0.6	      0.0	 271077.7	    100.0	read	CPU-0	(17191x128)->(17191x128)
364	      0.6	1	      0.6	      0.0	 271078.3	    100.0	read	CPU-0	(1x1)->((int32) 1x1)
