Cast	/job:localhost/replica:0/task:0/device:GPU:0	1	58	61	['(100x100x3)']	[GPU_0_bfc 0.1MB 0.1MB] Cast = Cast(DecodeJpeg/_1)
mixed_4/tower/conv_2/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	56	60	['(1x17x17x192)']	[GPU_0_bfc 0.2MB 0.2MB] mixed_4/tower/conv_2/batchnorm = BatchNormWithGlobalNormalization(mixed_4/tower/conv_2/Conv2D, mixed_4/tower/conv_2/batchnorm/moving_mean, mixed_4/tower/conv_2/batchnorm/moving_variance, mixed_4/tower/conv_2/batchnorm/beta, mixed_4/tower/conv_2/batchnorm/gamma)
mixed_4/tower/conv_2/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	1	3	4	['(192x1)']	mixed_4/tower/conv_2/batchnorm/beta = Const()
mixed_4/tower/conv_2/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(192x1)']	mixed_4/tower/conv_2/batchnorm/moving_mean = Const()
mixed_4/tower/conv_2/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(192x1)']	mixed_4/tower/conv_2/batchnorm/moving_variance = Const()
mixed_4/tower/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	11	11	['(no output)']	
mixed_4/tower/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	11	11	['(no output)']	
mixed_4/tower/conv_2/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	3	6	['(1x17x17x192)']	mixed_4/tower/conv_2/control_dependency = Identity(mixed_4/tower/conv_2/batchnorm, ^mixed_4/tower/conv_2/CheckNumerics)
mixed_4/tower/conv_2/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(7x1x128x192)']	mixed_4/tower/conv_2/conv2d_params = Const()
mixed_4/tower/conv_2:Relu	/device:GPU:0/stream:13	0	3	3	['(no output)']	
mixed_4/tower/conv_2:Relu	/device:GPU:0/stream:all	0	3	3	['(no output)']	
mixed_4/tower_1/conv	/job:localhost/replica:0/task:0/device:GPU:0	1	15	17	['(1x17x17x128)']	mixed_4/tower_1/conv = Relu(mixed_4/tower_1/conv/control_dependency)
mixed_4/tower_1/conv/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	1	326	328	['(1x17x17x128)']	mixed_4/tower_1/conv/CheckNumerics = CheckNumerics(mixed_4/tower_1/conv/batchnorm)
mixed_4/tower_1/conv/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	0	11	12	['(1x17x17x128)']	[GPU_0_bfc 0.1MB 0.1MB] mixed_4/tower_1/conv/Conv2D = Conv2D(mixed_3/join, mixed_4/tower_1/conv/conv2d_params)
mixed_4/tower_1/conv/Conv2D:Conv2D	/device:GPU:0/stream:13	0	21	21	['(no output)']	
mixed_4/tower_1/conv/Conv2D:Conv2D	/device:GPU:0/stream:all	0	21	21	['(no output)']	
mixed_4/tower_1/conv/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	54	57	['(1x17x17x128)']	[GPU_0_bfc 0.1MB 0.1MB] mixed_4/tower_1/conv/batchnorm = BatchNormWithGlobalNormalization(mixed_4/tower_1/conv/Conv2D, mixed_4/tower_1/conv/batchnorm/moving_mean, mixed_4/tower_1/conv/batchnorm/moving_variance, mixed_4/tower_1/conv/batchnorm/beta, mixed_4/tower_1/conv/batchnorm/gamma)
mixed_4/tower_1/conv/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	1	3	4	['(128x1)']	mixed_4/tower_1/conv/batchnorm/beta = Const()
mixed_4/tower_1/conv/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	1	3	['(128x1)']	mixed_4/tower_1/conv/batchnorm/moving_mean = Const()
mixed_4/tower_1/conv/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	1	3	['(128x1)']	mixed_4/tower_1/conv/batchnorm/moving_variance = Const()
mixed_4/tower_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	1	1	['(no output)']	
mixed_4/tower_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	7	7	['(no output)']	
mixed_4/tower_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	1	1	['(no output)']	
mixed_4/tower_1/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	7	7	['(no output)']	
mixed_4/tower_1/conv/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	3	5	['(1x17x17x128)']	mixed_4/tower_1/conv/control_dependency = Identity(mixed_4/tower_1/conv/batchnorm, ^mixed_4/tower_1/conv/CheckNumerics)
mixed_4/tower_1/conv/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	1	3	4	['(1x1x768x128)']	mixed_4/tower_1/conv/conv2d_params = Const()
mixed_4/tower_1/conv:Relu	/device:GPU:0/stream:13	0	1	1	['(no output)']	
mixed_4/tower_1/conv:Relu	/device:GPU:0/stream:all	0	1	1	['(no output)']	
mixed_4/tower_1/conv_1	/job:localhost/replica:0/task:0/device:GPU:0	0	17	20	['(1x17x17x128)']	mixed_4/tower_1/conv_1 = Relu(mixed_4/tower_1/conv_1/control_dependency)
mixed_4/tower_1/conv_1/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	1	288	291	['(1x17x17x128)']	mixed_4/tower_1/conv_1/CheckNumerics = CheckNumerics(mixed_4/tower_1/conv_1/batchnorm)
mixed_4/tower_1/conv_1/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	1	112	117	['(1x17x17x128)']	[GPU_0_bfc 0.9MB 0.9MB] mixed_4/tower_1/conv_1/Conv2D = Conv2D(mixed_4/tower_1/conv, mixed_4/tower_1/conv_1/conv2d_params)
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	5	5	['(no output)']	
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	6	6	['(no output)']	
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	12	12	['(no output)']	
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:13	0	98	98	['(no output)']	
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	5	5	['(no output)']	
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	6	6	['(no output)']	
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	12	12	['(no output)']	
mixed_4/tower_1/conv_1/Conv2D:Conv2D	/device:GPU:0/stream:all	0	98	98	['(no output)']	
mixed_4/tower_1/conv_1/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	2	53	56	['(1x17x17x128)']	[GPU_0_bfc 0.1MB 0.1MB] mixed_4/tower_1/conv_1/batchnorm = BatchNormWithGlobalNormalization(mixed_4/tower_1/conv_1/Conv2D, mixed_4/tower_1/conv_1/batchnorm/moving_mean, mixed_4/tower_1/conv_1/batchnorm/moving_variance, mixed_4/tower_1/conv_1/batchnorm/beta, mixed_4/tower_1/conv_1/batchnorm/gamma)
mixed_4/tower_1/conv_1/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	1	2	4	['(128x1)']	mixed_4/tower_1/conv_1/batchnorm/beta = Const()
mixed_4/tower_1/conv_1/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(128x1)']	mixed_4/tower_1/conv_1/batchnorm/moving_mean = Const()
mixed_4/tower_1/conv_1/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(128x1)']	mixed_4/tower_1/conv_1/batchnorm/moving_variance = Const()
mixed_4/tower_1/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	1	1	['(no output)']	
mixed_4/tower_1/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	7	7	['(no output)']	
mixed_4/tower_1/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	1	1	['(no output)']	
mixed_4/tower_1/conv_1/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	7	7	['(no output)']	
mixed_4/tower_1/conv_1/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	3	6	['(1x17x17x128)']	mixed_4/tower_1/conv_1/control_dependency = Identity(mixed_4/tower_1/conv_1/batchnorm, ^mixed_4/tower_1/conv_1/CheckNumerics)
mixed_4/tower_1/conv_1/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(7x1x128x128)']	mixed_4/tower_1/conv_1/conv2d_params = Const()
mixed_4/tower_1/conv_1:Relu	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_1:Relu	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_2	/job:localhost/replica:0/task:0/device:GPU:0	1	13	15	['(1x17x17x128)']	mixed_4/tower_1/conv_2 = Relu(mixed_4/tower_1/conv_2/control_dependency)
mixed_4/tower_1/conv_2/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	2	273	277	['(1x17x17x128)']	mixed_4/tower_1/conv_2/CheckNumerics = CheckNumerics(mixed_4/tower_1/conv_2/batchnorm)
mixed_4/tower_1/conv_2/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	1	86	89	['(1x17x17x128)']	[GPU_0_bfc 0.9MB 0.9MB] mixed_4/tower_1/conv_2/Conv2D = Conv2D(mixed_4/tower_1/conv_1, mixed_4/tower_1/conv_2/conv2d_params)
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	4	4	['(no output)']	
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	4	4	['(no output)']	
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	12	12	['(no output)']	
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:13	0	99	99	['(no output)']	
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	4	4	['(no output)']	
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	4	4	['(no output)']	
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	12	12	['(no output)']	
mixed_4/tower_1/conv_2/Conv2D:Conv2D	/device:GPU:0/stream:all	0	99	99	['(no output)']	
mixed_4/tower_1/conv_2/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	55	59	['(1x17x17x128)']	[GPU_0_bfc 0.1MB 0.1MB] mixed_4/tower_1/conv_2/batchnorm = BatchNormWithGlobalNormalization(mixed_4/tower_1/conv_2/Conv2D, mixed_4/tower_1/conv_2/batchnorm/moving_mean, mixed_4/tower_1/conv_2/batchnorm/moving_variance, mixed_4/tower_1/conv_2/batchnorm/beta, mixed_4/tower_1/conv_2/batchnorm/gamma)
mixed_4/tower_1/conv_2/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(128x1)']	mixed_4/tower_1/conv_2/batchnorm/beta = Const()
mixed_4/tower_1/conv_2/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(128x1)']	mixed_4/tower_1/conv_2/batchnorm/moving_mean = Const()
mixed_4/tower_1/conv_2/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(128x1)']	mixed_4/tower_1/conv_2/batchnorm/moving_variance = Const()
mixed_4/tower_1/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	8	8	['(no output)']	
mixed_4/tower_1/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_2/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	8	8	['(no output)']	
mixed_4/tower_1/conv_2/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	2	5	['(1x17x17x128)']	mixed_4/tower_1/conv_2/control_dependency = Identity(mixed_4/tower_1/conv_2/batchnorm, ^mixed_4/tower_1/conv_2/CheckNumerics)
mixed_4/tower_1/conv_2/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	0	2	4	['(1x7x128x128)']	mixed_4/tower_1/conv_2/conv2d_params = Const()
mixed_4/tower_1/conv_2:Relu	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_2:Relu	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_3	/job:localhost/replica:0/task:0/device:GPU:0	0	12	14	['(1x17x17x128)']	mixed_4/tower_1/conv_3 = Relu(mixed_4/tower_1/conv_3/control_dependency)
mixed_4/tower_1/conv_3/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	1	110	112	['(1x17x17x128)']	mixed_4/tower_1/conv_3/CheckNumerics = CheckNumerics(mixed_4/tower_1/conv_3/batchnorm)
mixed_4/tower_1/conv_3/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	0	72	75	['(1x17x17x128)']	[GPU_0_bfc 1.0MB 1.0MB] mixed_4/tower_1/conv_3/Conv2D = Conv2D(mixed_4/tower_1/conv_2, mixed_4/tower_1/conv_3/conv2d_params)
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:13	0	3	3	['(no output)']	
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:13	0	4	4	['(no output)']	
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:13	0	12	12	['(no output)']	
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:13	0	89	89	['(no output)']	
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:all	0	3	3	['(no output)']	
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:all	0	4	4	['(no output)']	
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:all	0	12	12	['(no output)']	
mixed_4/tower_1/conv_3/Conv2D:Conv2D	/device:GPU:0/stream:all	0	89	89	['(no output)']	
mixed_4/tower_1/conv_3/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	26	29	['(1x17x17x128)']	[GPU_0_bfc 0.1MB 0.1MB] mixed_4/tower_1/conv_3/batchnorm = BatchNormWithGlobalNormalization(mixed_4/tower_1/conv_3/Conv2D, mixed_4/tower_1/conv_3/batchnorm/moving_mean, mixed_4/tower_1/conv_3/batchnorm/moving_variance, mixed_4/tower_1/conv_3/batchnorm/beta, mixed_4/tower_1/conv_3/batchnorm/gamma)
mixed_4/tower_1/conv_3/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(128x1)']	mixed_4/tower_1/conv_3/batchnorm/beta = Const()
mixed_4/tower_1/conv_3/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(128x1)']	mixed_4/tower_1/conv_3/batchnorm/moving_mean = Const()
mixed_4/tower_1/conv_3/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(128x1)']	mixed_4/tower_1/conv_3/batchnorm/moving_variance = Const()
mixed_4/tower_1/conv_3/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_3/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	8	8	['(no output)']	
mixed_4/tower_1/conv_3/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_3/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	8	8	['(no output)']	
mixed_4/tower_1/conv_3/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	2	4	6	['(1x17x17x128)']	mixed_4/tower_1/conv_3/control_dependency = Identity(mixed_4/tower_1/conv_3/batchnorm, ^mixed_4/tower_1/conv_3/CheckNumerics)
mixed_4/tower_1/conv_3/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	1	3	4	['(7x1x128x128)']	mixed_4/tower_1/conv_3/conv2d_params = Const()
mixed_4/tower_1/conv_3:Relu	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_3:Relu	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_4	/job:localhost/replica:0/task:0/device:GPU:0	0	13	14	['(1x17x17x192)']	mixed_4/tower_1/conv_4 = Relu(mixed_4/tower_1/conv_4/control_dependency)
mixed_4/tower_1/conv_4/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	1	173	174	['(1x17x17x192)']	mixed_4/tower_1/conv_4/CheckNumerics = CheckNumerics(mixed_4/tower_1/conv_4/batchnorm)
mixed_4/tower_1/conv_4/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	1	56	59	['(1x17x17x192)']	[GPU_0_bfc 1.2MB 1.2MB] mixed_4/tower_1/conv_4/Conv2D = Conv2D(mixed_4/tower_1/conv_3, mixed_4/tower_1/conv_4/conv2d_params)
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:13	0	3	3	['(no output)']	
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:13	0	6	6	['(no output)']	
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:13	0	18	18	['(no output)']	
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:13	0	92	92	['(no output)']	
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:all	0	3	3	['(no output)']	
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:all	0	6	6	['(no output)']	
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:all	0	18	18	['(no output)']	
mixed_4/tower_1/conv_4/Conv2D:Conv2D	/device:GPU:0/stream:all	0	92	92	['(no output)']	
mixed_4/tower_1/conv_4/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	25	28	['(1x17x17x192)']	[GPU_0_bfc 0.2MB 0.2MB] mixed_4/tower_1/conv_4/batchnorm = BatchNormWithGlobalNormalization(mixed_4/tower_1/conv_4/Conv2D, mixed_4/tower_1/conv_4/batchnorm/moving_mean, mixed_4/tower_1/conv_4/batchnorm/moving_variance, mixed_4/tower_1/conv_4/batchnorm/beta, mixed_4/tower_1/conv_4/batchnorm/gamma)
mixed_4/tower_1/conv_4/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(192x1)']	mixed_4/tower_1/conv_4/batchnorm/beta = Const()
mixed_4/tower_1/conv_4/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	1	2	3	['(192x1)']	mixed_4/tower_1/conv_4/batchnorm/moving_mean = Const()
mixed_4/tower_1/conv_4/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	1	2	['(192x1)']	mixed_4/tower_1/conv_4/batchnorm/moving_variance = Const()
mixed_4/tower_1/conv_4/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_4/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	12	12	['(no output)']	
mixed_4/tower_1/conv_4/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_1/conv_4/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	12	12	['(no output)']	
mixed_4/tower_1/conv_4/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	3	5	['(1x17x17x192)']	mixed_4/tower_1/conv_4/control_dependency = Identity(mixed_4/tower_1/conv_4/batchnorm, ^mixed_4/tower_1/conv_4/CheckNumerics)
mixed_4/tower_1/conv_4/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	1	3	4	['(1x7x128x192)']	mixed_4/tower_1/conv_4/conv2d_params = Const()
mixed_4/tower_1/conv_4:Relu	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_1/conv_4:Relu	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_2/conv	/job:localhost/replica:0/task:0/device:GPU:0	0	22	25	['(1x17x17x192)']	mixed_4/tower_2/conv = Relu(mixed_4/tower_2/conv/control_dependency)
mixed_4/tower_2/conv/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	1	255	257	['(1x17x17x192)']	mixed_4/tower_2/conv/CheckNumerics = CheckNumerics(mixed_4/tower_2/conv/batchnorm)
mixed_4/tower_2/conv/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	0	36	39	['(1x17x17x192)']	[GPU_0_bfc 0.2MB 0.2MB] mixed_4/tower_2/conv/Conv2D = Conv2D(mixed_4/tower_2/pool, mixed_4/tower_2/conv/conv2d_params)
mixed_4/tower_2/conv/Conv2D:Conv2D	/device:GPU:0/stream:13	0	33	33	['(no output)']	
mixed_4/tower_2/conv/Conv2D:Conv2D	/device:GPU:0/stream:all	0	33	33	['(no output)']	
mixed_4/tower_2/conv/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	0	80	84	['(1x17x17x192)']	[GPU_0_bfc 0.2MB 0.2MB] mixed_4/tower_2/conv/batchnorm = BatchNormWithGlobalNormalization(mixed_4/tower_2/conv/Conv2D, mixed_4/tower_2/conv/batchnorm/moving_mean, mixed_4/tower_2/conv/batchnorm/moving_variance, mixed_4/tower_2/conv/batchnorm/beta, mixed_4/tower_2/conv/batchnorm/gamma)
mixed_4/tower_2/conv/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(192x1)']	mixed_4/tower_2/conv/batchnorm/beta = Const()
mixed_4/tower_2/conv/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(192x1)']	mixed_4/tower_2/conv/batchnorm/moving_mean = Const()
mixed_4/tower_2/conv/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(192x1)']	mixed_4/tower_2/conv/batchnorm/moving_variance = Const()
mixed_4/tower_2/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_4/tower_2/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	11	11	['(no output)']	
mixed_4/tower_2/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_4/tower_2/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	11	11	['(no output)']	
mixed_4/tower_2/conv/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	4	7	['(1x17x17x192)']	mixed_4/tower_2/conv/control_dependency = Identity(mixed_4/tower_2/conv/batchnorm, ^mixed_4/tower_2/conv/CheckNumerics)
mixed_4/tower_2/conv/conv2d_params	/job:localhost/replica:0/task:0/device:GPU:0	1	2	4	['(1x1x768x192)']	mixed_4/tower_2/conv/conv2d_params = Const()
mixed_4/tower_2/conv:Relu	/device:GPU:0/stream:13	0	4	4	['(no output)']	
mixed_4/tower_2/conv:Relu	/device:GPU:0/stream:all	0	4	4	['(no output)']	
mixed_4/tower_2/pool	/job:localhost/replica:0/task:0/device:GPU:0	0	12	15	['(1x17x17x768)']	[GPU_0_bfc 1.0MB 1.0MB] mixed_4/tower_2/pool = AvgPool(mixed_3/join)
mixed_4/tower_2/pool:AvgPool	/device:GPU:0/stream:13	0	157	157	['(no output)']	
mixed_4/tower_2/pool:AvgPool	/device:GPU:0/stream:all	0	157	157	['(no output)']	
mixed_5/conv	/job:localhost/replica:0/task:0/device:GPU:0	0	13	17	['(1x17x17x192)']	mixed_5/conv = Relu(mixed_5/conv/control_dependency)
mixed_5/conv/CheckNumerics	/job:localhost/replica:0/task:0/device:GPU:0	1	274	277	['(1x17x17x192)']	mixed_5/conv/CheckNumerics = CheckNumerics(mixed_5/conv/batchnorm)
mixed_5/conv/Conv2D	/job:localhost/replica:0/task:0/device:GPU:0	1	16	18	['(1x17x17x192)']	[GPU_0_bfc 0.2MB 0.2MB] mixed_5/conv/Conv2D = Conv2D(mixed_4/join, mixed_5/conv/conv2d_params)
mixed_5/conv/Conv2D:Conv2D	/device:GPU:0/stream:13	0	31	31	['(no output)']	
mixed_5/conv/Conv2D:Conv2D	/device:GPU:0/stream:all	0	31	31	['(no output)']	
mixed_5/conv/batchnorm	/job:localhost/replica:0/task:0/device:GPU:0	1	24	27	['(1x17x17x192)']	[GPU_0_bfc 0.2MB 0.2MB] mixed_5/conv/batchnorm = BatchNormWithGlobalNormalization(mixed_5/conv/Conv2D, mixed_5/conv/batchnorm/moving_mean, mixed_5/conv/batchnorm/moving_variance, mixed_5/conv/batchnorm/beta, mixed_5/conv/batchnorm/gamma)
mixed_5/conv/batchnorm/beta	/job:localhost/replica:0/task:0/device:GPU:0	0	2	3	['(192x1)']	mixed_5/conv/batchnorm/beta = Const()
mixed_5/conv/batchnorm/moving_mean	/job:localhost/replica:0/task:0/device:GPU:0	1	2	3	['(192x1)']	mixed_5/conv/batchnorm/moving_mean = Const()
mixed_5/conv/batchnorm/moving_variance	/job:localhost/replica:0/task:0/device:GPU:0	1	2	3	['(192x1)']	mixed_5/conv/batchnorm/moving_variance = Const()
mixed_5/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	2	2	['(no output)']	
mixed_5/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:13	0	14	14	['(no output)']	
mixed_5/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	2	2	['(no output)']	
mixed_5/conv/batchnorm:BatchNormWithGlobalNormalization	/device:GPU:0/stream:all	0	14	14	['(no output)']	
mixed_5/conv/control_dependency	/job:localhost/replica:0/task:0/device:GPU:0	1	3	5	['(1x17x17x192)']	mixed_5/conv/control_dependency = Identity(mixed_5/conv/batchnorm, ^mixed_5/conv/CheckNumerics)
