Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
296	     2.15	    13.01	    27.99	     0.00	703689.43	    99.90	     0.00	     0.00	Const	GPU-0	(no input)->(1x1)
297	    27.80	     1.00	    27.80	     0.00	703717.23	    99.91	  1001.00	     0.04	AddN	GPU-0	(1001x1)(1001x1)->(1001x1)
298	     6.92	     4.00	    27.70	     0.00	703744.93	    99.91	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x64x256)(1x1x64x256)(1x1)(int32 1x1)(1x1x64x256)(1x1)->(1x1x64x256)
299	     2.24	    12.00	    26.91	     0.00	703771.84	    99.91	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x256x1024)
300	     0.96	    28.00	    26.84	     0.00	703798.68	    99.92	     0.00	     0.00	Identity	GPU-0	(64x1)->(64x1)
301	     2.57	    10.00	    25.69	     0.00	703824.37	    99.92	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x1024x256)
302	    12.20	     2.00	    24.39	     0.00	703848.76	    99.92	     0.00	     0.00	Const	GPU-0	(no input)->(boolean 1x1)
303	    24.34	     1.00	    24.34	     0.00	703873.10	    99.93	     0.00	     0.00	ApplyMomentum	GPU-0	(7x7x3x64)(7x7x3x64)(1x1)(int32 1x1)(7x7x3x64)(1x1)->(7x7x3x64)
304	    24.18	     1.00	    24.18	     0.00	703897.28	    99.93	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x256x512)(1x1x256x512)(1x1)(int32 1x1)(1x1x256x512)(1x1)->(1x1x256x512)
305	     0.95	    24.00	    22.80	     0.00	703920.08	    99.93	     0.00	     0.00	Identity	GPU-0	(1024x1)->(1024x1)
306	    20.74	     1.00	    20.74	     0.00	703940.82	    99.94	 32768.00	     1.58	AddN	GPU-0	(1x1x256x128)(1x1x256x128)->(1x1x256x128)
307	    19.33	     1.00	    19.33	     0.00	703960.15	    99.94	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x512x256)(1x1x512x256)(1x1)(int32 1x1)(1x1x512x256)(1x1)->(1x1x512x256)
308	     2.33	     8.00	    18.67	     0.00	703978.82	    99.94	     0.00	     0.00	VariableV2	GPU-0	(no input)->(3x3x128x128)
309	     2.32	     8.00	    18.58	     0.00	703997.40	    99.94	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x64x256)
310	     2.27	     8.00	    18.18	     0.00	704015.58	    99.95	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x128x512)
311	    16.02	     1.00	    16.02	     0.00	704031.60	    99.95	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x64x64)(1x1x64x64)(1x1)(int32 1x1)(1x1x64x64)(1x1)->(1x1x64x64)
312	    15.29	     1.00	    15.29	     0.00	704046.89	    99.95	131072.00	     8.57	AddN	GPU-0	(1x1x256x512)(1x1x256x512)->(1x1x256x512)
313	     2.40	     6.00	    14.43	     0.00	704061.32	    99.95	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x512x128)
314	     2.85	     5.00	    14.26	     0.00	704075.58	    99.96	     0.00	     0.00	Switch	GPU-0	(boolean 1x1)(boolean 1x1)->(boolean 1x1)
315	     2.33	     6.00	    13.96	     0.00	704089.54	    99.96	     0.00	     0.00	VariableV2	GPU-0	(no input)->(3x3x512x512)
316	     2.76	     5.00	    13.82	     0.00	704103.36	    99.96	     0.00	     0.00	Switch	GPU-0	(1x1)(boolean 1x1)->(1x1)
317	     2.25	     6.00	    13.47	     0.00	704116.83	    99.96	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x512x2048)
318	     2.16	     6.00	    12.97	     0.00	704129.80	    99.96	     0.00	     0.00	VariableV2	GPU-0	(no input)->(3x3x64x64)
319	     6.38	     2.00	    12.77	     0.00	704142.57	    99.97	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x256x64)(1x1x256x64)(1x1)(int32 1x1)(1x1x256x64)(1x1)->(1x1x256x64)
320	     0.93	    12.00	    11.13	     0.00	704153.70	    99.97	     0.00	     0.00	Identity	GPU-0	(2048x1)->(2048x1)
321	     5.29	     2.00	    10.58	     0.00	704164.28	    99.97	     0.00	     0.00	VariableV2	GPU-0	(no input)->(2048x1001)
322	     2.60	     4.00	    10.40	     0.00	704174.68	    99.97	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x2048x512)
323	     5.13	     2.00	    10.27	     0.00	704184.95	    99.97	     0.00	     0.00	NoOp	GPU-0	(no input)->(no output info)
324	     2.35	     4.00	     9.42	     0.00	704194.37	    99.97	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x256x64)
325	     8.94	     1.00	     8.94	     0.00	704203.31	    99.97	     0.00	     0.00	Merge	GPU-0	(boolean 1x1)(boolean 1x1)->(boolean 1x1)(int32 1x1)
326	     8.87	     1.00	     8.87	     0.00	704212.18	    99.98	     0.00	     0.00	IsVariableInitialized	GPU-0	(int64 1x1)->(boolean 1x1)
327	     1.33	     6.00	     7.99	     0.00	704220.17	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(int32 1x1)
328	     7.59	     1.00	     7.59	     0.00	704227.76	    99.98	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x256x128)(1x1x256x128)(1x1)(int32 1x1)(1x1x256x128)(1x1)->(1x1x256x128)
329	     6.86	     1.00	     6.86	     0.00	704234.62	    99.98	     0.00	     0.00	Merge	GPU-0	(1)(1x1)->(1x1)(int32 1x1)
330	   670.00	     0.01	     6.70	     0.00	704241.32	    99.98	     0.00	     0.00	Cast	GPU-0	(int64 64x1)->(int32 64x1)
331	     3.25	     2.00	     6.49	     0.00	704247.81	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(int64 1x1)
332	     0.90	     6.00	     5.41	     0.00	704253.22	    99.98	     0.00	     0.00	Identity	GPU-0	(1x1x256x1024)->(1x1x256x1024)
333	     2.61	     2.00	     5.22	     0.00	704258.44	    99.98	     0.00	     0.00	VariableV2	GPU-0	(no input)->(7x7x3x64)
334	     2.58	     2.00	     5.17	     0.00	704263.61	    99.98	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x256x512)
335	     0.86	     6.00	     5.15	     0.00	704268.76	    99.98	     0.00	     0.00	Identity	GPU-0	(3x3x256x256)->(3x3x256x256)
336	     2.50	     2.00	     4.99	     0.00	704273.75	    99.98	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x256x128)
337	     4.87	     1.00	     4.87	     0.00	704278.62	    99.98	     0.00	     0.00	Merge	GPU-0	(int64 1x1)(int64 1x1)->(int64 1x1)(int32 1x1)
338	     2.42	     2.00	     4.84	     0.00	704283.46	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x512x256)
339	     2.35	     2.00	     4.71	     0.00	704288.17	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x1024x512)
340	     2.29	     2.00	     4.59	     0.00	704292.76	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x1024x2048)
341	     2.27	     2.00	     4.55	     0.00	704297.31	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x64x64)
342	     0.90	     5.00	     4.49	     0.00	704301.80	    99.99	     0.00	     0.00	Identity	GPU-0	(1x1x1024x256)->(1x1x1024x256)
343	     2.12	     2.00	     4.23	     0.00	704306.03	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x512x1024)
344	     2.11	     2.00	     4.22	     0.00	704310.25	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1001x1)
345	     3.73	     1.00	     3.73	     0.00	704313.98	    99.99	     0.00	     0.00	Identity	GPU-0	(1)->(boolean 1x1)
346	     0.89	     4.00	     3.55	     0.00	704317.53	    99.99	     0.00	     0.00	Identity	GPU-0	(1x1x128x512)->(1x1x128x512)
347	     0.87	     4.00	     3.49	     0.00	704321.02	    99.99	     0.00	     0.00	Identity	GPU-0	(3x3x128x128)->(3x3x128x128)
348	     0.86	     4.00	     3.46	     0.00	704324.48	    99.99	     0.00	     0.00	Identity	GPU-0	(1x1x64x256)->(1x1x64x256)
349	     3.03	     1.00	     3.03	     0.00	704327.51	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(64x1)
350	     1.47	     2.00	     2.94	     0.00	704330.45	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(int32 4x2)
351	     2.85	     1.00	     2.85	     0.00	704333.30	    99.99	     0.00	     0.00	Identity	GPU-0	(boolean 1x1)->(boolean 1x1)
352	     2.65	     1.00	     2.65	     0.00	704335.95	    99.99	     0.00	     0.00	_Retval	CPU-0	(1x1)->(no output info)
353	     1.28	     2.00	     2.56	     0.00	704338.51	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(int32 2x1)
354	     0.85	     3.00	     2.55	     0.00	704341.06	    99.99	     0.00	     0.00	Identity	GPU-0	(1x1x512x2048)->(1x1x512x2048)
355	     0.85	     3.00	     2.55	     0.00	704343.61	    99.99	     0.00	     0.00	Identity	GPU-0	(3x3x64x64)->(3x3x64x64)
356	     2.53	     1.00	     2.53	     0.00	704346.14	    99.99	     0.00	     0.00	Switch	GPU-0	(boolean 5x1)(boolean 1x1)->(boolean 5x1)
357	     0.83	     3.00	     2.48	     0.00	704348.62	    99.99	     0.00	     0.00	Identity	GPU-0	(1x1x512x128)->(1x1x512x128)
358	     0.82	     3.00	     2.47	     0.00	704351.09	   100.00	     0.00	     0.00	Identity	GPU-0	(3x3x512x512)->(3x3x512x512)
359	     2.23	     1.00	     2.23	     0.00	704353.32	   100.00	     0.00	     0.00	Reshape	GPU-0	(64x2048x1x1)(int32 2x1)->(64x2048)
360	     2.19	     1.00	     2.19	     0.00	704355.51	   100.00	     0.00	     0.00	VariableV2	GPU-0	(no input)->(int64 1x1)
361	     2.02	     1.00	     2.02	     0.00	704357.53	   100.00	     0.00	     0.00	Switch	GPU-0	(int64 1x1)(boolean 1x1)->(int64 1x1)
362	     1.96	     1.00	     1.96	     0.00	704359.49	   100.00	     1.00	     0.00	AssignAdd	GPU-0	(int64 1x1)(int64 1x1)->(int64 1x1)
363	     1.84	     1.00	     1.84	     0.00	704361.33	   100.00	     0.00	     0.00	Identity	GPU-0	(int64 1x1)->(int64 1x1)
364	     0.90	     2.00	     1.79	     0.00	704363.12	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x256x64)->(1x1x256x64)
365	     1.77	     1.00	     1.77	     0.00	704364.89	   100.00	     0.00	     0.00	Reshape	GPU-0	(64x2048)(int32 4x1)->(64x2048x1x1)
366	     1.74	     1.00	     1.74	     0.00	704366.63	   100.00	    64.00	     0.04	Snapshot	GPU-0	(64x1)(64x1001)->(64x1)
367	     1.66	     1.00	     1.66	     0.00	704368.29	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x256x128)->(1x1x256x128)
368	     0.82	     2.00	     1.65	     0.00	704369.94	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x2048x512)->(1x1x2048x512)
369	     1.49	     1.00	     1.49	     0.00	704371.43	   100.00	     0.00	     0.00	NoOp	CPU-0	(no input)->(no output info)
370	     1.45	     1.01	     1.46	     0.00	704372.89	   100.00	     0.00	     0.00	_Retval	CPU-0	(int64 1x1)->(no output info)
371	     1.37	     1.00	     1.37	     0.00	704374.26	   100.00	     0.00	     0.00	RefSwitch	GPU-0	(int64 1x1)(boolean 1x1)->(int64 1x1)
372	     1.24	     1.00	     1.24	     0.00	704375.50	   100.00	     0.00	     0.00	Identity	GPU-0	(2048x1001)->(2048x1001)
373	     1.06	     1.00	     1.06	     0.00	704376.56	   100.00	     0.00	     0.00	Identity	GPU-0	(1001x1)->(1001x1)
374	   100.00	     0.01	     1.00	     0.00	704377.56	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(64 bytes)
375	     0.95	     1.00	     0.95	     0.00	704378.51	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x1024x512)->(1x1x1024x512)
376	     0.92	     1.00	     0.92	     0.00	704379.43	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x512x256)->(1x1x512x256)
377	     0.91	     1.00	     0.91	     0.00	704380.34	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x256x512)->(1x1x256x512)
378	     0.87	     1.00	     0.87	     0.00	704381.21	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x1024x2048)->(1x1x1024x2048)
379	     0.85	     1.00	     0.85	     0.00	704382.06	   100.00	     0.00	     0.00	Identity	GPU-0	(7x7x3x64)->(7x7x3x64)
380	     0.81	     1.00	     0.81	     0.00	704382.87	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x64x64)->(1x1x64x64)
381	     0.77	     1.00	     0.77	     0.00	704383.64	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x512x1024)->(1x1x512x1024)
382	    16.75	     0.04	     0.67	     0.00	704384.31	   100.00	     0.00	     0.00	ScalarSummary	CPU-0	(string 1x1)(1x1)->(string 1x1)
383	    39.00	     0.01	     0.39	     0.00	704384.70	   100.00	     0.64	     0.00	Equal	GPU-0	(int32 64x1)(64x224x224x3)(int32 64x1)->(boolean 64x1)
384	    36.00	     0.01	     0.36	     0.00	704385.06	   100.00	     0.00	     0.00	MergeSummary	CPU-0	(string 1x1)(string 1x1)(string 1x1)(string 1x1)(string 1x1)(string 1x1)->(string 1x1)
385	    17.50	     0.02	     0.35	     0.00	704385.41	   100.00	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1)
386	    11.00	     0.01	     0.11	     0.00	704385.52	   100.00	     0.00	     0.00	ScalarSummary	CPU-0	(string 1x1)(1x1)(int32 1x1)->(string 1x1)
387	     1.33	     0.06	     0.08	     0.00	704385.60	   100.00	     0.00	     0.00	Const	CPU-0	(no input)->(string 1x1)
388	     2.00	     0.02	     0.04	     0.00	704385.64	   100.00	     0.02	     0.00	AssignAdd	GPU-0	(1x1)(1x1)->(1x1)
389	     3.00	     0.01	     0.03	     0.00	704385.67	   100.00	     0.01	     0.00	RealDiv	GPU-0	(1x1)(1x1)->(1x1)
390	     2.00	     0.01	     0.02	     0.00	704385.69	   100.00	     0.01	     0.00	Greater	GPU-0	(1x1)(1x1)->(boolean 1x1)
391	     2.00	     0.01	     0.02	     0.00	704385.71	   100.00	     0.00	     0.00	Cast	GPU-0	(boolean 64x1)->(64x1)
392	     2.00	     0.01	     0.02	     0.00	704385.73	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(256 bytes)
393	     1.00	     0.01	     0.01	     0.00	704385.74	   100.00	     0.00	     0.00	_Retval	CPU-0	(string 1x1)->(no output info)
394	     1.00	     0.01	     0.01	     0.00	704385.75	   100.00	   640.00	    64.00	ArgMax	GPU-0	(64x1001)(int32 1x1)->(int64 64x1)
