Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	Op name	Device	Input/output tensor dimensions
388	      1.2	1	      1.2	      0.0	 264977.5	    100.0	Enter	CPU-0	(128x128)->(128x128)
389	      1.2	1	      1.2	      0.0	 264978.7	    100.0	Assert	CPU-0	((type 10) 1x1)((type 7) 1x1)((int32) 1x1)((type 7) 1x1)((int32) 1x1)->(no output)
390	      1.2	1	      1.2	      0.0	 264979.9	    100.0	Merge	CPU-0	(1x1)((int32) 1x1)->(no output)
391	      1.2	1	      1.2	      0.0	 264981.1	    100.0	shape	GPU-0	(1x1 Const)->((int32) 2x1)
392	      0.6	2	      1.2	      0.0	 264982.3	    100.0	Enter	CPU-0	((type 20) 1x1)(1x1)->((type 20) 1x1)
393	      1.1	1	      1.1	      0.0	 264983.4	    100.0	Switch	CPU-0	(1x1)((type 10) 1x1)->(1x1)
394	      1.1	1	      1.1	      0.0	 264984.5	    100.0	start	GPU-0	(1x1 Const)->((int32) 1x1)
395	      1.1	1	      1.1	      0.0	 264985.6	    100.0	Switch	CPU-0	((type 20) 1x1)(1x1)((type 10) 1x1)->((type 20) 1x1)
396	      1.1	1	      1.1	      0.0	 264986.7	    100.0	Reshape	GPU-0	(3712x17191)((int32) 2x1)->(3712x17191)
397	      1.1	1	      1.1	      0.0	 264987.8	    100.0	Exit	GPU-0	(1x1)->(1x1)
398	      1.1	1	      1.1	      0.0	 264988.9	    100.0	_retval_Size	CPU-0	((int32) 1x1)->(no output)
399	      1.1	1	      1.1	      0.0	 264990.0	    100.0	y	GPU-0	(1x1 Const)->((int32) 1x1)
400	      1.1	1	      1.1	      0.0	 264991.1	    100.0	_retval_add	CPU-0	((int32) 1x1)->(no output)
401	      1.0	1	      1.0	      0.0	 264992.1	    100.0	Enter	GPU-0	((type 20) 1x1)(1x1)->(1x1)
402	      1.0	1	      1.0	      0.0	 264993.1	    100.0	axis	CPU-0	(1x1 Const)->((int32) 1x1)
403	      0.9	1	      0.9	      0.0	 264994.0	    100.0	add	GPU-0	(1x1 Const)->((int32) 1x1)
404	      0.9	1	      0.9	      0.0	 264994.9	    100.0	Reshape	GPU-0	(29x128)(1|2|3x1)->(3712x1)
405	      0.9	1	      0.9	      0.0	 264995.8	    100.0	Enter	CPU-0	(1x1)->(1x1)
406	      0.9	1	      0.9	      0.0	 264996.7	    100.0	read	GPU-0	(128x17191)->(128x17191)
407	      0.9	1	      0.9	      0.0	 264997.6	    100.0	update	GPU-0	(128x17191)(512x1)(7709x128)(1x1)(256x512)(512x1)(256x512)(512x1)(256x512)(512x1)(256x512)(512x1)(256x512)(512x1)(256x512)->(no output)
408	      0.8	1	      0.8	      0.0	 264998.4	    100.0	update	CPU-0	(no output)->(1x1)
409	      0.8	1	      0.8	      0.0	 264999.2	    100.0	Assert	CPU-0	((type 10) 1x1)((type 7) 1x1)((type 7) 1x1)((type 7) 1x1)(1|2|3x1)((type 7) 1x1)((int32) 2x1)->(no output)
410	      0.8	1	      0.8	      0.0	 265000.0	    100.0	_retval_Sum	CPU-0	((int32) 1x1)->(no output)
411	      0.7	1	      0.7	      0.0	 265000.7	    100.0	switch_f	CPU-0	((type 10) 1x1)->(1x1)
412	      0.6	1	      0.6	      0.0	 265001.3	    100.0	read	CPU-0	(17191x128)->(17191x128)
413	      0.5	1	      0.5	      0.0	 265001.8	    100.0	read	CPU-0	((int32) 1x1)->((int32) 1x1)
